MASSACHUSETTS GENERAL HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
60700440,HC MGH IDARUBICIN 5 MG VIAL,I.C.
60700432,HC MGH PENTOSTATIN 10 MG VAIL,I.C.
60700416,HC MGH ALDESLEUKIN 2 (2M UNIT),I.C.
60700390,HC MGH CARBOPLATIN 50 MG VIAL,I.C.
60700366,HC MGH VINCRISTINE SULF (ONCOVIN) 1MG,I.C.
60700341,HC MGH THIOTEPA (THIOPLEX) 15MG,I.C.
60700333,HC MGH STREPTOZOCIN (ZANOSAR) 1GM,I.C.
60700317,HC MGH NITROGEN MUSTARD 10 MG,I.C.
60700291,HC MGH MITOMYCIN 5 MG,I.C.
60700267,HC MGH METHOTREXATE 5MG,I.C.
60700259,HC MGH LOMUSTIN (CCNU) 10MG ORAL,I.C.
60700242,HC MGH IFOSFOMIDE 1GM,I.C.
60700226,HC MGH INTERFERON ALFA-2A  3 MILL U,I.C.
60700218,HC MGH FLUOROURACIL (5FU) 500 MG,I.C.
60700200,HC MGH FLUDARABINE 50 MG,I.C.
60700192,HC MGH FLOXURIDINE (FUDR) 500 MG,I.C.
60700150,HC MGH DACARBAZINE 100 MG,I.C.
60700135,HC MGH DACTINOMYCIN 0.5 MG,I.C.
60700119,HC MGH CYTARABINE 100 MG,I.C.
60700093,HC MGH CYCLOPHOSPHAMIDE 100MG,I.C.
53000003,HC OSTEOPATHIC MANIPULATIVE TX 5-6 BODY REGIONS,$247.00
53000002,HC OSTEOPATHIC MANIPULATIVE TX 3-4 BODY REGIONS,$187.00
53000001,HC OSTEOPATHIC MANIPULATIVE TX 1-2 BODY REGIONS,$130.00
51000578,HC CONT GLUC MNTR PHYSICIAN/QHP PROVIDED EQUIPTMENT,$937.00
51000577,HC CONT GLUC MONITORING PATIENT PROVIDED EQUIPTMENT,$374.00
51000555,HC APPLICATION TOPICAL FLUORIDE VARNISH BY PHS/QHP,$42.00
51000532,HC MGH REMOVE TONGUE PIERCING,"$1,163.00"
51000531,HC TAP BLOCK BILATERAL BY INJECTION(S),$476.00
51000530,HC TAP BLOCK UNILATERAL BY INJECTION(S),$382.00
51000529,"HC FACE-TO-FACE BEHAVIORAL COUNSELING FOR OBESITY, GROUP (2-10), 30 MINUTES",$43.00
51000528,HC ADVANCE CARE PLANNING EA ADDL 30 MINS,$440.00
51000527,HC ADVANCE CARE PLANNING FIRST 30 MINS,$471.00
51000524,HC CHRON CARE MANAGEMENT SRVC 20 MIN PER MONTH,$260.00
51000519,HC MEDICAL SERVICES EVE/WKEND/HOLIDAY,$425.00
51000346,HC MGH CMHC PEDIATRIC MEDICINE,I.C.
51000345,HC TOPICAL FLORUIDE VARINISH,$97.00
51000336,HC MGH W.E.PSYCH-2,I.C.
51000335,HC MGH PULMONARY ASSOCIATES,I.C.
51000334,HC MGH COMPLEX EXTRACTION,$402.00
51000332,HC MGH CMHC-INTERNAL MEDICINE,$425.00
51000153,HC MGH MISC PROCEDURE PALATE/UVULA,$273.00
51000152,HC MGH BIOPSY GINGIVA,"$2,319.00"
51000151,HC MGH SPLINT OF LUX/AVULS/TOOTH,"$1,055.00"
51000150,HC MGH TOOTH TRANSPLANT INCL REIMPLANT FROM ONE SITE TO ANOTHER,$430.00
51000146,HC PROLONGED SVC OFFICE O/P DIR CONTACT 1ST HR,$519.00
51000144,HC INITIAL PREVENTIVE EXAM,$539.00
51000139,HC ANNUAL WELLNESS SUBSEQ,$730.00
51000138,HC ANNUAL WELLNESS INITIAL,"$1,079.00"
51000137,HC TRANS CARE MGMT 7 DAY DISCH,$958.00
51000136,HC TRANS CARE MGMT 14 DAY DISCH,$662.00
51000135,HC ANNUAL WELL VISIT INCLUDING PPPS SUBSEQ,$730.00
51000134,HC ANNUAL WELL VISIT INCLUDING PPPS INITIAL,"$1,079.00"
51000133,HC BEHAVIOR COUNSEL OBESITY 15M,$145.00
51000132,HC INTENS BEHAVE THER CARDIO DX,$145.00
51000131,HC HIGH INTEN BEH COUNS STD 30M,$143.00
51000130,HC DEPRESSION SCREEN ANNUAL 15MIN,$56.00
51000129,HC ALCOHOL MISUSE COUNSEL 15 MINS,$145.00
51000128,HC ANNUAL ALCOHOL SCREEN 15 MINS,$56.00
51000127,HC ALVEOPLASTY EACH QUADRANT,$414.00
51000126,HC ODONTECTOMY - COMPLEX IMPACTIO,$937.00
51000125,HC ODONTECTOMY - BONY IMPACTION,$669.00
51000124,HC ODONTECTOMY - SIMPLE IMPACTION,$537.00
51000122,HC EXTRACTION SINGLE TOOTH,$227.00
51000121,HC EXTRACTIOIN PER EA ADDL TOOTH,$227.00
51000120,HC GINGIVECTOMY EACH QUADRANT,$933.00
51000119,HC APICOECTOMY RETROGRADE FILLING,$374.00
51000118,HC APICOECTOMY ONLY,"$1,195.00"
51000117,HC GLUC MONITOR </=72HR INT&REP,$252.00
51000115,HC MD INR TEST REVIE INTER MGMT,$55.00
51000113,HC DEMONSTRATE USE HOME INR MON,"$1,343.00"
51000111,HC TRIM NAIL(S),$47.00
51000089,HC CONSULT - HIGH LEVEL VISIT,"$1,179.00"
51000087,HC CONSULT - MEDIUM LEVEL VISIT,$598.00
51000085,HC CONSULT - LOW LEVEL VISIT,$202.00
51000084,HC ESTAB PT - HIGH LEVEL VISIT,$599.00
51000083,HC OFFICE OUTPATIENT EST LEVEL 4,$428.00
51000082,HC ESTAB PT - MEDIUM LEVEL VISIT,$275.00
51000081,HC OFFICE OUTPATIENT EST LEVEL 2,$143.00
51000080,HC ESTAB PT- LOW LEVEL VISIT,$143.00
51000079,HC NEW PT - HIGH LEVEL VISIT,$899.00
51000078,HC NEW PT - LEVEL 4 VISIT,$693.00
51000077,HC NEW PT - MEDIUM LEVEL VISIT,$414.00
51000076,HC NEW PT - LEVEL 2 VISIT,$270.00
51000075,HC NEW PT - LOW LEVEL VISIT,$143.00
51000073,HC SCREENING TEST VISUAL ACUITY QUANTITATIVE BILAT,$59.00
51000065,HC MEDICAL GENETICS COUNSELING EACH 30 MINUTES,$266.00
51000064,HC GLUC MNTR CONT REC FROM INTERSTITIAL TISS FLUID,$937.00
51000040,HC XTRNL OCULAR PHOTOG W/I&R DOCMT MEDICAL PROGRE,$256.00
51000037,HC ELECTRORETINOGRAPY W/INTERPRETATION & REPORT,$869.00
51000033,HC FUNDUS PHOTOGRAPHY W/INTERPRETATION & REPORT,$437.00
51000023,HC COMPUTERIZED OPHTHALMIC IMAGING RETINA,$306.00
51000022,HC COMPUTERIZED OPHTHALMIC IMAGING OPTIC NERVE,$306.00
51000017,HC VISUAL FIELD XM UNI/BI W/INTERP EXTENDED EXAM,$513.00
51000010,HC SENSORMOTOR XM W/MLT MEAS OCULAR DEVIJ W/I&R SPX,$352.00
51000008,HC GONIOSCOPY SEPARATE PROCEDURE,$159.00
51000005,HC DETERMINATION REFRACTIVE STATE,$106.00
51000004,HC OPHTH MEDICAL XM&EVAL COMPRHNSV ESTAB PT 1/>,$429.00
51000003,HC OPHTH MEDICAL XM&EVAL INTERMEDIATE ESTAB PT,$299.00
51000002,HC OPHTH MEDICAL XM&EVAL COMPRE NEW PT 1/> VST,$539.00
48000461,HC TMVI W/PROSTHETIC VALVE PERCUTANEOUS APPROACH,"$39,870.00"
48000456,HC MYOCARDIAL CONTRAST PERFUSION ECHOCARDIOGRAPHY,$782.00
48000455,HC PERQ TRANSCATH CLS PARAVALVR LEAK EACH OCCLS DEV,"$9,366.00"
48000454,HC PERQ TRANSCATH CLS PARAVALVR LEAK 1 AORTIC VALVE,"$21,288.00"
48000453,HC PERQ TRANSCATH CLS PARAVALVR LEAK 1 MITRAL VALVE,"$25,644.00"
48000452,HC INSERT INTERATRIAL SHUNT DEVICE HEART FAILURE (IASD),"$27,583.00"
48000451,HC TCAT PULMONARY VALVE IMPLANTATION PRQ APPROACH,"$27,215.00"
48000450,HC RELOC SKIN POCKET PLS GEN,I.C.
48000449,HC REPOS CAR MODULJ TRANVNS ELT,I.C.
48000448,HC RMVL & RPL CAR MODULJ PLS GN,I.C.
48000447,HC RMVL CAR MODULJ TRANVNS ELT,I.C.
48000446,HC RMVL CARDIAC MODULJ PLS GEN,I.C.
48000445,HC INSJ/RPLC CAR MODULJ VNT ELT,I.C.
48000444,HC INSJ/RPLC CAR MODULJ ATR ELT,I.C.
48000443,HC INSJ/RPLC CARDIAC MODULJ PLS GN,I.C.
48000442,HC INSJ/RPLC CARDIAC MODULJ SYS,I.C.
48000441,HC MYOCARDIAL STRAIN IMAGING QUAN ASSMT,$782.00
48000440,HC INTERRO EVAL CARDIAC MODULJ,I.C.
48000439,HC PRGRMG EVAL CARDIAC MODULJ,I.C.
48000438,HC MGH PARAVALVULAR LEAK CLOSURE,"$22,216.00"
48000426,HC IMPL PRESSURE SENSOR W/ANGIO,"$4,193.00"
48000424,HC EPHYS EVAL SUBQ IMPLANTABLE DEFIBRILLATOR,"$2,782.00"
48000423,HC ECHO TEE GUID TCAT ICAR/VESSEL STRUCTURAL INTVN,"$1,905.00"
48000422,HC INTERROGATION EVAL F2F IMPLANT SUBQ LEAD DEFIB,$438.00
48000421,HC PRGRMG DEV EVAL IMPLANTABLE SUBQ LEAD DFB SYSTEM,$438.00
48000420,HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R,"$3,596.00"
48000419,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D,"$2,587.00"
48000418,HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST,"$2,428.00"
48000417,HC ECHO TRANSESOPHAG CONGEN PROBE PLCMT IMGNG I&R,"$3,596.00"
48000416,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,"$1,192.00"
48000415,HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP,"$1,768.00"
48000414,HC F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY,"$1,435.00"
48000413,HC COMPLETE TTHRC ECHO CONGENITAL CARDIAC ANOMALY,"$2,165.00"
48000412,HC PRQ TRLUML CORONRY CHRNIC OCCLUS REVASC DES ADDL VSL,"$4,293.00"
48000411,HC PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC DES ONE VSL,"$15,218.00"
48000410,HC PRQ TRLUML CORONRY TOT OCCLUS REVASC DES MI ONE VSL,"$12,678.00"
48000409,HC PRQ TRLUML CORONARY BYP GRFT REVASC DES ADDL VESSEL,"$4,293.00"
48000408,HC PRQ TRLUML CORONARY BYP GRFT REVASC DES ONE VESSEL,"$15,218.00"
48000407,HC PRQ TRLUML CORONARY DES/ATH/ANGIO ADDL BRANCH,"$4,293.00"
48000406,HC PRQ TRLUML CORONRY DES/ATH/ANGIO ONE ART/BRNCH,"$15,218.00"
48000405,HC PRQ TRLUML CORONARY DES W/ANGIO ADDL ART/BRNCH,"$15,218.00"
48000404,HC PRQ TRLUML CORONARY DES W/ANGIO ONE ART/BRNCH,"$15,218.00"
48000403,HC MGH MISC ELECTROPHYSIOLOGY LAB,I.C.
48000402,HC MGH IMPLANTATION  LA PRESS MONITOR,"$11,586.00"
48000401,HC MGH IMPLANTATION WATCHMAN DEVICE,"$23,166.00"
48000400,HC MGH STEREOTAXIS MAPPING SYSTEM,$877.00
48000399,HC MGH PERC A.V.REPLACE TRANSFEMORAL,"$45,415.00"
48000398,HC MGH NOGASTAR STEMCELL INJ PROCEDUR,"$19,254.00"
48000397,HC MGH IMPLANT OF LAA OCCL DEVICE IDE,"$24,795.00"
48000396,HC MGH PARAVALVULAR LEAK REPAIR,"$23,247.00"
48000395,HC MGH IMPLANT OF LAA OCCL DEVICE,"$24,795.00"
48000394,HC MGH EXT CIRCUL ASSIST EA ADDL 24HR,"$2,352.00"
48000393,HC MGH IMPELLA DAILY RATE LP 5.0,$247.00
48000391,HC MGH MISC CARDIAC ASSESS,I.C.
48000382,HC TRIAL CATH LAB EXAM,I.C.
48000381,HC TRANSCATH MTRAL VLVE REPAIR VIA CORON SINUS,"$33,141.00"
48000378,HC TRANSCATHETER RENAL SYMPATH DENERVATION BILAT,"$22,135.00"
48000377,HC TRANSCATHETER RENAL SYMPATH DENERVATION UNILAT,"$15,781.00"
48000376,HC PERCUTANEOUS TRANSCATHETER SEPTAL REDUCTION THER,"$15,599.00"
48000375,HC PERCUTAN TRANSCATH CLOSURE PAT DUCT ARTERIOSUS,"$39,683.00"
48000374,HC OPEN/PERQ PLACEMT INTRAVASC STENT SAME EA ADDL,"$11,143.00"
48000372,HC TRANSCATHETER TRANSAPICAL REPLACEMT AORTIC VALVE,"$39,870.00"
48000340,HC MGH PERC A.V.REPLACE TRANSFEMORAL,"$45,415.00"
48000337,HC MGH CORONARY OCT SUBSEQT VESSEL,"$1,106.00"
48000336,HC MGH CORONARY OCT INITIAL VESSEL,"$5,270.00"
48000333,HC MGH IMPLANT OF LAA OCCL DEVICE,"$24,795.00"
48000331,HC PERCUT LAA W/LARIAT,"$33,865.00"
48000330,HC MGH UNLIST PERCUT LAA W/LARIAT,"$33,865.00"
48000327,HC PRQ TRLUML CORONARY ANGIO/ATHEREC ADDL ART/BRNCH,"$3,508.00"
48000263,HC VORTEX THROMBECTOMY,"$11,316.00"
48000262,HC AMBL BLD PRESS W/TAPE&/DISK 24/> HR ALYS I&R,"$1,474.00"
48000261,HC UNLISTED IMPLANT CARDIOMEMS HF MONITOR,"$3,890.00"
48000256,HC REMV BALLOON IAD W FEM ART RPR,"$15,058.00"
48000253,HC DISTAL EMBOLIC PROTECTION,$877.00
48000251,HC ABLATE L/R ATRIAL FIBRIL W/ ISOLATED PULM VEIN,"$8,807.00"
48000250,HC EPHYS EVL TRNSPTL TX ATRIAL FIB ISOLAT PULM VEIN,"$40,698.00"
48000249,HC ICAR CATHETER ABLATION ARRHYTHMIA ADD ON,"$8,801.00"
48000248,HC EPHYS EVAL W/ ABLATION VENTRICULAR TACHYCARDIA,"$40,698.00"
48000247,HC EPHYS EVAL W/ ABLATION SUPRAVENT ARRHYTHMIA,"$40,698.00"
48000246,HC PRQ TRLUML CORONRY CHRNIC OCCLUS REVASC ADDL VSL,"$4,293.00"
48000245,HC PRQ TRLUML CORONRY CHRONIC OCCLUS REVASC ONE VSL,"$15,218.00"
48000244,HC PRQ TRLUML CORONRY TOT OCCLUS REVASC MI ONE VSL,"$12,678.00"
48000243,HC PRQ TRLUML CORONARY BYP GRFT REVASC ADDL VESSEL,"$4,293.00"
48000242,HC PRQ TRLUML CORONARY BYP GRFT REVASC ONE VESSEL,"$15,218.00"
48000241,HC PRQ TRLUML CORONARY STENT/ATH/ANGIO ADDL BRANCH,"$4,293.00"
48000240,HC PRQ TRLUML CORONRY STENT/ATH/ANGIO ONE ART/BRNCH,"$15,218.00"
48000239,HC PRQ TRLUML CORONARY STENT W/ANGIO ADDL ART/BRNCH,"$15,218.00"
48000238,HC PRQ TRLUML CORONARY STENT W/ANGIO ONE ART/BRNCH,"$15,218.00"
48000236,HC PRQ TRLUML CORONARY ANGIO/ATHERECT ONE ART/BRNCH,"$21,145.00"
48000235,HC PRQ TRLUML CORONARY ANGIOPLASTY ADDL BRANCH,"$10,547.00"
48000234,HC PRQ TRLUML CORONARY ANGIOPLASTY ONE ART/BRANCH,"$10,547.00"
48000233,HC SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I,"$9,080.00"
48000232,HC SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL,"$7,768.00"
48000231,HC SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT,"$1,376.00"
48000230,HC SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC,$674.00
48000229,HC SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY,"$13,146.00"
48000228,HC SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY,"$7,503.00"
48000227,HC SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART,"$13,146.00"
48000226,HC SLCTV CATH CAROTID/INNOM ART ANGIO INTRCRANL ART,"$7,503.00"
48000225,HC SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART,"$7,503.00"
48000224,HC NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART,"$7,503.00"
48000213,HC RMVL INTRACARDIAC ISCHEMIA MONITORING DEVICE,"$3,621.00"
48000212,HC INTERROGATION EVAL ICAR ISCHM MNTRNG SYS,$636.00
48000211,HC PROGRAM EVAL ICAR ISCHM MNTRNG SYS,$811.00
48000210,HC INSJ/RMVL RPLCMT ICAR ISCHM MNTRNG SYS DEVICE,"$4,974.00"
48000209,HC INSJ/RMVL RPLCMT ICAR ISCHM MNTRNG SYS ELTRD,"$5,602.00"
48000208,HC INSJ/RMVL RPLCMT ICAR ISCHM MNTRNG SYS COMPL,"$6,692.00"
48000202,HC ECHO TTHRC R-T 2D W/WO M-MODE COMPLETE REST&ST W/CONT OR W/O FOL W/CONT,"$2,388.00"
48000201,HC DOP ECHOCARD COLOR FLOW VELOCITY MAPPING,$604.00
48000200,HC DOP ECHOCARD PULSE WAVE W/SPECTRAL F-UP/LMTD STD,$463.00
48000199,HC DOPPLER ECHOCARD PULSE WAVE W/SPECTRAL DISPLAY,$787.00
48000194,HC ECHO TRANSESOPHAG CONGEN PROBE PLCMT IMGNG I&R W/CONT OR W/O FOL W/CONT,"$3,193.00"
48000193,HC ECHO TRANSESOPHAG R-T 2D IMG ACQUISJ I&R ONLY,"$3,192.00"
48000190,HC ECHO TRANSESOPHAG R-T 2D W/PRB IMG ACQUISJ I&R W/CONT OR W/O FOL W/CONT,"$3,503.00"
48000189,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD,"$1,192.00"
48000188,HC ECHO TRANSTHORC R-T 2D W/WO M-MODE REC F-UP/LMTD W/CONT OR W/O FOL W/CONT,"$1,174.00"
48000186,HC ECHO TRANSTHORAC R-T 2D W/WO M-MODE REC COMP W/CONT OR W/O FOL W/CONT,"$1,726.00"
48000184,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D W/CONT OR W/O FOL W/CONT,"$2,587.00"
48000182,HC F-UP/LIMITED TTHRC ECHO CONGENITAL CAR ANOMALY W/CONT OR W/O FOL W/CONT,"$1,417.00"
48000180,HC COMPLETE TTHRC ECHO CONGENITAL CARDIAC ANOMALY W/CONT OR W/O FOL W/CONT,"$2,127.00"
48000179,HC DOPPLER ECHO FETAL PULS SPECTRAL F/U/REPEAT,$282.00
48000178,HC DOPPLER ECHO FETAL SPECTRAL DISPLAY COMPLETE,$353.00
48000177,HC ECHO FETAL CARDIOVASC W/WO M-MODE REPEAT STD,$761.00
48000176,HC ECHO FETAL CARDIOVASC W/WO M-MODE RECORDING,"$1,275.00"
48000175,HC MICROVOLT T-WAVE ASSESS VENTRICULAR ARRHYTHMIAS,"$3,914.00"
48000173,HC CV STRS TST XERS&/OR RX CONT ECG TRCG ONLY,"$1,367.00"
48000170,HC INTRACARD ECHOCARD W/THER/DX IVNTJ INCL IMG S&I,"$1,958.00"
48000169,HC CARDIOVASCULAR FUNCTION EVAL W/TILT TABLE W/MNTR,"$4,948.00"
48000168,HC ICAR CATHETER ABLATION ATRIOVENTR NODE FUNCTION,"$13,960.00"
48000167,HC EPHYS EVAL PACG CVDFB PRGRMG/REPRGRMG PARAMETERS,"$12,555.00"
48000166,HC EPHYS EVAL PACG CVDFB LDS W/TSTG OF PULSE GEN,"$11,426.00"
48000165,HC EPHYS EVAL PACG CVDFB LDS INITIAL IMPLAN/REPLACE,"$11,426.00"
48000164,HC INTRAOP EPICAR& ENDOCAR PACG& MAPG,"$4,762.00"
48000163,HC ELECTROPHYSIOLOGIC FOLLOW-UP W/PAC/REC W/ARRHYT,"$13,135.00"
48000162,HC PROGRAMMED STIMJ & PACG AFTER IV DRUG NFS,"$3,808.00"
48000161,HC COMPRE ELECTROPHYSIOL XM W/LEFT VENTR PACNG/REC,"$3,747.00"
48000160,HC COMPRE ELECTROPHYSIOL XM W/LEFT ATRIAL PACNG/REC,"$3,747.00"
48000159,HC COMPRE ELECTROPHYSIOLOGIC ARRHYTHMIA INDUCTION,"$15,238.00"
48000158,HC COMPRE ELECTROPHYSIOLOGIC W/O ARRHYT INDUCTION,"$13,135.00"
48000157,HC INDUCTION ARRHYTHMIA ELECTRICAL PACING,"$11,426.00"
48000154,HC INTRACARDIAC ELECTROPHYSIOLOGIC 3D MAPPING,"$20,475.00"
48000153,HC INTRAVENTRICULAR PACING,"$2,341.00"
48000152,HC INTRA-ATRIAL PACING,"$2,341.00"
48000151,HC INTRA-VENTRIC&/ATRIAL MAPG TACHYCARD W/CATH MA,"$4,762.00"
48000150,HC RIGHT VENTRICULAR RECORDING,"$2,341.00"
48000149,HC INTRA-ATRIAL RECORDING,"$2,341.00"
48000148,HC BUNDLE OF HIS RECORDING,"$2,341.00"
48000147,HC PRQ TCAT CLSR CGEN VENTR SEPTAL DFCT W/IMPLT,"$31,809.00"
48000146,HC PRQ TCAT CLSR CGEN INTRATRL COMUNICAJ W/IMPLT,"$39,683.00"
48000145,HC IV DOP VEL&/OR PRESS C/FLO RSRV MEAS ADDL VSL,"$1,863.00"
48000144,HC IV DOP VEL&/OR PRESS C/FLO RSRV MEAS 1ST VSL,"$3,741.00"
48000143,HC NJX PULMONARY ANGIO HRT CATH W/S&I,$943.00
48000142,HC NJX SUPRAVALV AORTOG HRT CATH W/S&I,"$1,034.00"
48000141,HC NJX SEL R VENT/ATRIAL ANGIO HRT CATH W/S&I,$915.00
48000140,HC NJX SEL L VENT/ATRIAL ANGIO HRT CATH W/S&I,$922.00
48000139,HC NJX SEL HRT ART/GRFT CONGENITAL HRT CATH W/S&I,"$1,214.00"
48000138,HC NJX SEL HRT ART CONGENITAL HRT CATH W/S&I,"$1,185.00"
48000137,HC INDIC DIL STD ARTL&/OR VEN CATHJ SBSQ OUTP MEA,"$2,985.00"
48000136,HC INDIC DIL STD ARTL&/OR VEN CATHJ W/OUTP MEAS,"$5,966.00"
48000135,HC CMBN R HRT T-SEPTAL L HRT CATHJ SEPTAL OPNG CGEN,"$9,418.00"
48000134,HC CMBN R HRT T-SEPTAL L HRT CATHJ NTC SEPTUM CGEN,"$22,178.00"
48000133,HC CMBN R HRT & RETROGRADE L HRT CATHJ CGEN ANOMA,"$11,302.00"
48000132,HC R HRT CATHETERIZATION CONGENITAL CARDIAC ANOMALY,"$8,028.00"
48000131,HC ENDOMYOCARDIAL BIOPSY,"$11,495.00"
48000130,HC INSERTION FLOW DIRECTED CATHETER FOR MONITORING,"$7,665.00"
48000129,HC PHYSIOLOGIC EXERCISE STUDY & HEMODYNAMIC MEASU,"$7,049.00"
48000128,HC MEDICATION ADMIN & HEMODYNAMIC MEASURMENT,"$2,708.00"
48000127,HC LEFT HEART CATH BY TRANSEPTAL PUNCTURE,"$4,309.00"
48000126,HC R& L HRT CATH W/INJEC HRT ART/GRFT& L VENT I,"$34,289.00"
48000125,HC R & L HRT CATH WINJX HRT ART& L VENTR IMG,"$29,854.00"
48000124,HC CATH PLMT L HRT/ARTS/GRFTS WNJX & ANGIO IMG S&I,"$27,966.00"
48000123,HC CATH PLMT L HRT & ARTS W/NJX & ANGIO IMG S&I,"$25,340.00"
48000122,HC CATH PLMT R HRT/ARTS/GRFTS W/NJX& ANGIO IMG S&I,"$29,784.00"
48000121,HC CATH PLMT R HRT & ARTS W/NJX & ANGIO IMG S&I,"$26,261.00"
48000120,HC CATH PLMT & NJX CORONARY ART/GRFT ANGIO IMG S&I,"$24,537.00"
48000119,HC CATH PLMT & NJX CORONARY ART ANGIO IMG S&I,"$21,006.00"
48000118,HC R & L HRT CATH W/NJX L VENTRICULOG IMG S&I,"$26,658.00"
48000117,HC L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I,"$20,357.00"
48000116,HC RIGHT HEART CATH O2 SATURATION & CARDIAC OUTPU,"$18,744.00"
48000115,HC PRQ TRLUML PULMONARY ART BALLOON ANGIOP EA VSL,"$8,279.00"
48000114,HC PRQ TRLUML PULMONARY ART BALLOON ANGIOP 1 VSL,"$14,116.00"
48000112,HC ATRIAL SEPTECT/SEPTOST TRANSVENOUS BALLOON,"$17,134.00"
48000111,HC PRQ BALLOON VALVULOPLASTY PULMONARY VALVE,"$24,895.00"
48000110,HC PRQ BALLOON VALVULOPLASTY MITRAL VALVE,"$33,865.00"
48000109,HC PRQ BALLOON VALVULOPLASTY AORTIC VALVE,"$32,812.00"
48000108,HC INTRAVASC US CORONARY INTERP&RPT ADDL VESSEL,"$1,092.00"
48000107,HC INTRAVASC US CORONARY INTERP&RPT INITIAL VESSE,"$5,299.00"
48000106,HC THROMBOLYSIS CORONARY INTRAVENOUS INFUSION,"$1,890.00"
48000105,HC THROMBOLYSIS INTRACORONARY NFS SLCTV ANGRPH,"$17,134.00"
48000104,HC TCAT PLMT RADJ DLVR DEV SBSQ C IV BRACHYTX,"$3,962.00"
48000103,HC PRQ TRANSLUMINAL CORONARY MECHANICL THROMBECTOMY,"$4,297.00"
48000102,HC CARDIOASSIST-METH CIRCULATORY ASSIST EXTERNAL,"$16,197.00"
48000101,HC CARDIOASSIST-METH CIRCULATORY ASSIST INTERNAL,"$3,908.00"
48000099,HC INSJ VENTRIC ASSIST DEV XTRCORP BIVENTRICULAR,"$26,429.00"
48000098,HC INSJ VENTRIC ASSIST DEV XTRCORP SINGLE VENTRICLE,"$23,619.00"
48000097,HC RMVL ASCENDING-AORTA BALO DEV W/RPR ASCEND-AORTA,"$19,168.00"
48000096,HC REMOVAL INTRA-AORTIC BALLOON ASSIST DEVICE PRQ,$768.00
48000095,HC INSERTION INTRA-AORTIC BALLOON ASSIST DEV PRQ,"$6,148.00"
48000092,HC BYP GRF W/DESCENDING THORACIC AORTA RPR NECK INC,"$21,653.00"
48000091,HC OPN SUBCLA CRTD ART TRPOS NCK INC ULAT,"$16,639.00"
48000090,HC PLMT DSTL XTN PROSTH DLYD AFTER EVASC RPR DTA,"$20,144.00"
48000089,HC PLMT PROX XTN PROSTH EVASC RPR DTA EA PROX XTN,"$8,450.00"
48000088,HC PLMT PROX XTN PROSTH EVASC RPR DTA 1ST XTN,"$23,361.00"
48000087,HC EVASC RPR DTA EXP COVERAGE W/O ART ORIGIN,"$31,994.00"
48000086,HC EVASC RPR DTA COVERAGE ART ORIGIN 1ST ENDOPROSTH,"$37,067.00"
48000085,HC RPR THORACOABDOMINAL AORTIC ANEURYS W/WO BYPASS,"$73,533.00"
48000081,HC RMVL IMPLANTABLE PT-ACTIVATED CAR EVENT RECORDER,"$5,592.00"
48000080,HC IMPLANTATION PT-ACTIVATED CARDIAC EVENT RECORDER,"$18,123.00"
48000077,HC REM PAC CVDFB PLS GEN &REPL PLSE GEN MULTI LEA,"$8,677.00"
48000076,HC RMVL IMPLTBL DFB PLSE GEN W/RPLCMT PLSE GEN 2 LD,"$8,364.00"
48000075,HC RMVL IMPLTBL DFB PLSE GEN W/REPL PLSE GEN 1 LEAD,"$8,051.00"
48000074,HC INS/REP PAC PERM CVDFB TRNSVEN LEADS 1/2 CHAMBER,"$21,541.00"
48000073,HC RMVL 1/2CHMBR PACG CVDFB ELTRD TRANSVNS XTRJ,"$20,026.00"
48000071,HC REMVL PAC CVDFB PLS GEN ONLY,"$6,750.00"
48000070,HC INSJ IMPLNTBL DEFIB PULSE GEN W/1 EXISTING LD,"$11,026.00"
48000069,HC RMVL TRANSVNS PM ELTRD DUAL LEAD SYS,"$14,837.00"
48000068,HC RMVL TRANSVNS PM ELTRD 1 LEAD SYS ATR/VENTR,"$11,453.00"
